"fips","geoid","name","eviction_definition","historical_average_start_year","historical_average_end_year"
"27143","0500000US27143","Sibley County, Minnesota","eviction (ud)","2016","2019"
"27145","0500000US27145","Stearns County, Minnesota","eviction (ud)","2016","2019"
"27147","0500000US27147","Steele County, Minnesota","eviction (ud)","2016","2019"
"27149","0500000US27149","Stevens County, Minnesota","eviction (ud)","2016","2019"
"27151","0500000US27151","Swift County, Minnesota","eviction (ud)","2016","2019"
"27153","0500000US27153","Todd County, Minnesota","eviction (ud)","2016","2019"
"27155","0500000US27155","Traverse County, Minnesota","eviction (ud)","2016","2019"
"27157","0500000US27157","Wabasha County, Minnesota","eviction (ud)","2016","2019"
"27159","0500000US27159","Wadena County, Minnesota","eviction (ud)","2016","2019"
"27161","0500000US27161","Waseca County, Minnesota","eviction (ud)","2016","2019"
"27163","0500000US27163","Washington County, Minnesota","eviction (ud)","2016","2019"
"27165","0500000US27165","Watonwan County, Minnesota","eviction (ud)","2016","2019"
"27167","0500000US27167","Wilkin County, Minnesota","eviction (ud)","2016","2019"
"27169","0500000US27169","Winona County, Minnesota","eviction (ud)","2016","2019"
"27171","0500000US27171","Wright County, Minnesota","eviction (ud)","2016","2019"
"27173","0500000US27173","Yellow Medicine County, Minnesota","eviction (ud)","2016","2019"
"28033","0500000US28033","DeSoto County, Mississippi","eviction","2016","2019"
"29001","0500000US29001","Adair County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29003","0500000US29003","Andrew County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29005","0500000US29005","Atchison County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29007","0500000US29007","Audrain County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29009","0500000US29009","Barry County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29011","0500000US29011","Barton County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29013","0500000US29013","Bates County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29015","0500000US29015","Benton County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29017","0500000US29017","Bollinger County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29019","0500000US29019","Boone County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29021","0500000US29021","Buchanan County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29023","0500000US29023","Butler County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29025","0500000US29025","Caldwell County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29027","0500000US29027","Callaway County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29029","0500000US29029","Camden County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29031","0500000US29031","Cape Girardeau County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29033","0500000US29033","Carroll County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29035","0500000US29035","Carter County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29037","0500000US29037","Cass County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29039","0500000US29039","Cedar County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29041","0500000US29041","Chariton County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29043","0500000US29043","Christian County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29045","0500000US29045","Clark County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29047","0500000US29047","Clay County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29049","0500000US29049","Clinton County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29051","0500000US29051","Cole County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29053","0500000US29053","Cooper County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29055","0500000US29055","Crawford County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29057","0500000US29057","Dade County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29059","0500000US29059","Dallas County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29061","0500000US29061","Daviess County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29063","0500000US29063","DeKalb County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29065","0500000US29065","Dent County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29067","0500000US29067","Douglas County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29069","0500000US29069","Dunklin County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29071","0500000US29071","Franklin County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29073","0500000US29073","Gasconade County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29075","0500000US29075","Gentry County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29077","0500000US29077","Greene County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29079","0500000US29079","Grundy County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29081","0500000US29081","Harrison County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29083","0500000US29083","Henry County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29085","0500000US29085","Hickory County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29087","0500000US29087","Holt County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29089","0500000US29089","Howard County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29091","0500000US29091","Howell County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29093","0500000US29093","Iron County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29095","0500000US29095","Jackson County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29097","0500000US29097","Jasper County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29099","0500000US29099","Jefferson County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29101","0500000US29101","Johnson County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29103","0500000US29103","Knox County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29105","0500000US29105","Laclede County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29107","0500000US29107","Lafayette County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29109","0500000US29109","Lawrence County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29111","0500000US29111","Lewis County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29113","0500000US29113","Lincoln County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29115","0500000US29115","Linn County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29117","0500000US29117","Livingston County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29119","0500000US29119","McDonald County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29121","0500000US29121","Macon County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29123","0500000US29123","Madison County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29125","0500000US29125","Maries County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29127","0500000US29127","Marion County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29129","0500000US29129","Mercer County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29131","0500000US29131","Miller County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29133","0500000US29133","Mississippi County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29135","0500000US29135","Moniteau County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29137","0500000US29137","Monroe County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29139","0500000US29139","Montgomery County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29141","0500000US29141","Morgan County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29143","0500000US29143","New Madrid County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29145","0500000US29145","Newton County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29147","0500000US29147","Nodaway County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29149","0500000US29149","Oregon County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29151","0500000US29151","Osage County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29153","0500000US29153","Ozark County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29155","0500000US29155","Pemiscot County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29157","0500000US29157","Perry County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29159","0500000US29159","Pettis County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29161","0500000US29161","Phelps County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29163","0500000US29163","Pike County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29165","0500000US29165","Platte County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29167","0500000US29167","Polk County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29169","0500000US29169","Pulaski County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29171","0500000US29171","Putnam County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29173","0500000US29173","Ralls County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29175","0500000US29175","Randolph County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29177","0500000US29177","Ray County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29179","0500000US29179","Reynolds County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29181","0500000US29181","Ripley County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29183","0500000US29183","St. Charles County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29185","0500000US29185","St. Clair County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29186","0500000US29186","Ste. Genevieve County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29187","0500000US29187","St. Francois County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29189","0500000US29189","St. Louis County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29195","0500000US29195","Saline County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29197","0500000US29197","Schuyler County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29199","0500000US29199","Scotland County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29201","0500000US29201","Scott County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29203","0500000US29203","Shannon County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29205","0500000US29205","Shelby County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29207","0500000US29207","Stoddard County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29209","0500000US29209","Stone County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29211","0500000US29211","Sullivan County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29213","0500000US29213","Taney County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29215","0500000US29215","Texas County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29217","0500000US29217","Vernon County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29219","0500000US29219","Warren County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29221","0500000US29221","Washington County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29223","0500000US29223","Wayne County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29225","0500000US29225","Webster County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29227","0500000US29227","Worth County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29229","0500000US29229","Wright County, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"29510","0500000US29510","St. Louis city, Missouri","unlawful detainer, rent and possession, landlord actions, landlord complaint","2016","2019"
"33001","0500000US33001","Belknap County, New Hampshire","landlord tenant writ filings","2019","2019"
"33003","0500000US33003","Carroll County, New Hampshire","landlord tenant writ filings","2019","2019"
"33005","0500000US33005","Cheshire County, New Hampshire","landlord tenant writ filings","2019","2019"
"33007","0500000US33007","Coos County, New Hampshire","landlord tenant writ filings","2019","2019"
"33009","0500000US33009","Grafton County, New Hampshire","landlord tenant writ filings","2019","2019"
"33011","0500000US33011","Hillsborough County, New Hampshire","landlord tenant writ filings","2019","2019"
"33013","0500000US33013","Merrimack County, New Hampshire","landlord tenant writ filings","2019","2019"
"33015","0500000US33015","Rockingham County, New Hampshire","landlord tenant writ filings","2019","2019"
"33017","0500000US33017","Strafford County, New Hampshire","landlord tenant writ filings","2019","2019"
"33019","0500000US33019","Sullivan County, New Hampshire","landlord tenant writ filings","2019","2019"
"36001","0500000US36001","Albany County, New York","eviction","2019","2019"
"36003","0500000US36003","Allegany County, New York","eviction","2019","2019"
"36005","0500000US36005","Bronx County, New York","eviction","2019","2019"
"36007","0500000US36007","Broome County, New York","eviction","2019","2019"
"36009","0500000US36009","Cattaraugus County, New York","eviction","2019","2019"
"36011","0500000US36011","Cayuga County, New York","eviction","2019","2019"
"36013","0500000US36013","Chautauqua County, New York","eviction","2019","2019"
"36015","0500000US36015","Chemung County, New York","eviction","2019","2019"
"36017","0500000US36017","Chenango County, New York","eviction","2019","2019"
"36019","0500000US36019","Clinton County, New York","eviction","2019","2019"
"36021","0500000US36021","Columbia County, New York","eviction","2019","2019"
"36023","0500000US36023","Cortland County, New York","eviction","2019","2019"
"36025","0500000US36025","Delaware County, New York","eviction","2019","2019"
"36027","0500000US36027","Dutchess County, New York","eviction","2019","2019"
"36029","0500000US36029","Erie County, New York","eviction","2019","2019"
"36031","0500000US36031","Essex County, New York","eviction","2019","2019"
"36033","0500000US36033","Franklin County, New York","eviction","2019","2019"
"36035","0500000US36035","Fulton County, New York","eviction","2019","2019"
"36037","0500000US36037","Genesee County, New York","eviction","2019","2019"
"36039","0500000US36039","Greene County, New York","eviction","2019","2019"
"36041","0500000US36041","Hamilton County, New York","eviction","2019","2019"
"36043","0500000US36043","Herkimer County, New York","eviction","2019","2019"
"36045","0500000US36045","Jefferson County, New York","eviction","2019","2019"
"36047","0500000US36047","Kings County, New York","eviction","2019","2019"
"36049","0500000US36049","Lewis County, New York","eviction","2019","2019"
"36051","0500000US36051","Livingston County, New York","eviction","2019","2019"
"36053","0500000US36053","Madison County, New York","eviction","2019","2019"
"36055","0500000US36055","Monroe County, New York","eviction","2019","2019"
"36057","0500000US36057","Montgomery County, New York","eviction","2019","2019"
"36059","0500000US36059","Nassau County, New York","eviction","2019","2019"
"36061","0500000US36061","New York County, New York","eviction","2019","2019"
"36063","0500000US36063","Niagara County, New York","eviction","2019","2019"
"36065","0500000US36065","Oneida County, New York","eviction","2019","2019"
"36067","0500000US36067","Onondaga County, New York","eviction","2019","2019"
"36069","0500000US36069","Ontario County, New York","eviction","2019","2019"
"36071","0500000US36071","Orange County, New York","eviction","2019","2019"
"36073","0500000US36073","Orleans County, New York","eviction","2019","2019"
"36075","0500000US36075","Oswego County, New York","eviction","2019","2019"
"36077","0500000US36077","Otsego County, New York","eviction","2019","2019"
"36079","0500000US36079","Putnam County, New York","eviction","2019","2019"
"36081","0500000US36081","Queens County, New York","eviction","2019","2019"
"36083","0500000US36083","Rensselaer County, New York","eviction","2019","2019"
"36085","0500000US36085","Richmond County, New York","eviction","2019","2019"
"36087","0500000US36087","Rockland County, New York","eviction","2019","2019"
"36089","0500000US36089","St. Lawrence County, New York","eviction","2019","2019"
"36091","0500000US36091","Saratoga County, New York","eviction","2019","2019"
"36093","0500000US36093","Schenectady County, New York","eviction","2019","2019"
"36095","0500000US36095","Schoharie County, New York","eviction","2019","2019"
"36097","0500000US36097","Schuyler County, New York","eviction","2019","2019"
"36099","0500000US36099","Seneca County, New York","eviction","2019","2019"
"36101","0500000US36101","Steuben County, New York","eviction","2019","2019"
"36103","0500000US36103","Suffolk County, New York","eviction","2019","2019"
"36105","0500000US36105","Sullivan County, New York","eviction","2019","2019"
"36107","0500000US36107","Tioga County, New York","eviction","2019","2019"
"36109","0500000US36109","Tompkins County, New York","eviction","2019","2019"
"36111","0500000US36111","Ulster County, New York","eviction","2019","2019"
"36113","0500000US36113","Warren County, New York","eviction","2019","2019"
"36115","0500000US36115","Washington County, New York","eviction","2019","2019"
"36117","0500000US36117","Wayne County, New York","eviction","2019","2019"
"36119","0500000US36119","Westchester County, New York","eviction","2019","2019"
"36121","0500000US36121","Wyoming County, New York","eviction","2019","2019"
"36123","0500000US36123","Yates County, New York","eviction","2019","2019"
"38001","0500000US38001","Adams County, North Dakota","forcible detainer","2016","2019"
"38003","0500000US38003","Barnes County, North Dakota","forcible detainer","2016","2019"
"38005","0500000US38005","Benson County, North Dakota","forcible detainer","2016","2019"
"38009","0500000US38009","Bottineau County, North Dakota","forcible detainer","2016","2019"
"38011","0500000US38011","Bowman County, North Dakota","forcible detainer","2016","2019"
"38015","0500000US38015","Burleigh County, North Dakota","forcible detainer","2016","2019"
"38017","0500000US38017","Cass County, North Dakota","forcible detainer","2016","2019"
"38019","0500000US38019","Cavalier County, North Dakota","forcible detainer","2016","2019"
"38021","0500000US38021","Dickey County, North Dakota","forcible detainer","2016","2019"
"38023","0500000US38023","Divide County, North Dakota","forcible detainer","2016","2019"
"38025","0500000US38025","Dunn County, North Dakota","forcible detainer","2016","2019"
"38027","0500000US38027","Eddy County, North Dakota","forcible detainer","2016","2019"
"38029","0500000US38029","Emmons County, North Dakota","forcible detainer","2016","2019"
"38031","0500000US38031","Foster County, North Dakota","forcible detainer","2016","2019"
"38035","0500000US38035","Grand Forks County, North Dakota","forcible detainer","2016","2019"
"38037","0500000US38037","Grant County, North Dakota","forcible detainer","2016","2019"
"38039","0500000US38039","Griggs County, North Dakota","forcible detainer","2016","2019"
"38041","0500000US38041","Hettinger County, North Dakota","forcible detainer","2016","2019"
"38043","0500000US38043","Kidder County, North Dakota","forcible detainer","2016","2019"
"38045","0500000US38045","LaMoure County, North Dakota","forcible detainer","2016","2019"
"38047","0500000US38047","Logan County, North Dakota","forcible detainer","2016","2019"
"38049","0500000US38049","McHenry County, North Dakota","forcible detainer","2016","2019"
"38051","0500000US38051","McIntosh County, North Dakota","forcible detainer","2016","2019"
"38053","0500000US38053","McKenzie County, North Dakota","forcible detainer","2016","2019"
"38055","0500000US38055","McLean County, North Dakota","forcible detainer","2016","2019"
"38057","0500000US38057","Mercer County, North Dakota","forcible detainer","2016","2019"
"38059","0500000US38059","Morton County, North Dakota","forcible detainer","2016","2019"
"38061","0500000US38061","Mountrail County, North Dakota","forcible detainer","2016","2019"
"38063","0500000US38063","Nelson County, North Dakota","forcible detainer","2016","2019"
"38065","0500000US38065","Oliver County, North Dakota","forcible detainer","2016","2019"
"38067","0500000US38067","Pembina County, North Dakota","forcible detainer","2016","2019"
"38069","0500000US38069","Pierce County, North Dakota","forcible detainer","2016","2019"
"38071","0500000US38071","Ramsey County, North Dakota","forcible detainer","2016","2019"
"38073","0500000US38073","Ransom County, North Dakota","forcible detainer","2016","2019"
"38075","0500000US38075","Renville County, North Dakota","forcible detainer","2016","2019"
"38077","0500000US38077","Richland County, North Dakota","forcible detainer","2016","2019"
"38079","0500000US38079","Rolette County, North Dakota","forcible detainer","2016","2019"
"38081","0500000US38081","Sargent County, North Dakota","forcible detainer","2016","2019"
"38083","0500000US38083","Sheridan County, North Dakota","forcible detainer","2016","2019"
"38085","0500000US38085","Sioux County, North Dakota","forcible detainer","2016","2019"
"38089","0500000US38089","Stark County, North Dakota","forcible detainer","2016","2019"
"38093","0500000US38093","Stutsman County, North Dakota","forcible detainer","2016","2019"
"38097","0500000US38097","Traill County, North Dakota","forcible detainer","2016","2019"
"38099","0500000US38099","Walsh County, North Dakota","forcible detainer","2016","2019"
"38101","0500000US38101","Ward County, North Dakota","forcible detainer","2016","2019"
"38103","0500000US38103","Wells County, North Dakota","forcible detainer","2016","2019"
"38105","0500000US38105","Williams County, North Dakota","forcible detainer","2016","2019"
"39035","0500000US39035","Cuyahoga County, Ohio","cvg","2016","2019"
"39061","0500000US39061","Hamilton County, Ohio","g2-eviction, g1-eviction","2016","2019"
"39095","0500000US39095","Lucas County, Ohio","cvg","2016","2019"
"40001","0500000US40001","Adair County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40003","0500000US40003","Alfalfa County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40005","0500000US40005","Atoka County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40007","0500000US40007","Beaver County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40009","0500000US40009","Beckham County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40011","0500000US40011","Blaine County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40013","0500000US40013","Bryan County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40015","0500000US40015","Caddo County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40017","0500000US40017","Canadian County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40019","0500000US40019","Carter County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40021","0500000US40021","Cherokee County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40023","0500000US40023","Choctaw County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40025","0500000US40025","Cimarron County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40027","0500000US40027","Cleveland County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40029","0500000US40029","Coal County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40031","0500000US40031","Comanche County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40033","0500000US40033","Cotton County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40035","0500000US40035","Craig County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40037","0500000US40037","Creek County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40039","0500000US40039","Custer County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40041","0500000US40041","Delaware County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40043","0500000US40043","Dewey County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40045","0500000US40045","Ellis County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40047","0500000US40047","Garfield County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40049","0500000US40049","Garvin County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40051","0500000US40051","Grady County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40053","0500000US40053","Grant County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40055","0500000US40055","Greer County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40057","0500000US40057","Harmon County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40059","0500000US40059","Harper County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40061","0500000US40061","Haskell County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40063","0500000US40063","Hughes County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40065","0500000US40065","Jackson County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40067","0500000US40067","Jefferson County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40069","0500000US40069","Johnston County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40071","0500000US40071","Kay County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40073","0500000US40073","Kingfisher County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40075","0500000US40075","Kiowa County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40077","0500000US40077","Latimer County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40079","0500000US40079","Le Flore County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40081","0500000US40081","Lincoln County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40083","0500000US40083","Logan County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40085","0500000US40085","Love County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40087","0500000US40087","McClain County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40089","0500000US40089","McCurtain County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40091","0500000US40091","McIntosh County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40093","0500000US40093","Major County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40095","0500000US40095","Marshall County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40097","0500000US40097","Mayes County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40099","0500000US40099","Murray County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40101","0500000US40101","Muskogee County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40103","0500000US40103","Noble County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40105","0500000US40105","Nowata County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40107","0500000US40107","Okfuskee County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
